Name,Threat Type,Threat Level,User Comment,Path,Creation Time,Is Service,PID,PPID,Malware Scan
sihost.exe,Process,None,,Windows/System32/sihost.exe,5/12/20 7:27:54 AM IST,false,4804,1200 (svchost.exe),(UNKNOWN) Malware scanning disabled.
SearchProtocol,Process,None,,Windows/System32/SearchProtocolHost.exe,5/12/20 7:46:40 AM IST,false,5712,5972 (SearchIndexer.),(UNKNOWN) Malware scanning disabled.
wininit.exe,Process,None,,Windows/System32/wininit.exe,5/12/20 7:26:56 AM IST,false,532,440 (<not-found>),(UNKNOWN) Malware scanning disabled.
csrss.exe,Process,None,,Windows/System32/csrss.exe,5/12/20 7:26:56 AM IST,false,548,524 (<not-found>),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:58 AM IST,false,3820,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,2288,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2616,676 (services.exe),(UNKNOWN) Malware scanning disabled.
NisSrv.exe,Process,Suspicious. Run from Program Data,,ProgramData/Microsoft/Windows Defender/Platform/4.18.2004.6-0/NisSrv.exe,5/12/20 7:37:50 AM IST,true,8152,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:29:20 AM IST,false,7400,676 (services.exe),(UNKNOWN) Malware scanning disabled.
spoolsv.exe,Process,None,,Windows/System32/spoolsv.exe,5/12/20 7:27:00 AM IST,true,2328,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:32:23 AM IST,false,6664,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,1008,676 (services.exe),(UNKNOWN) Malware scanning disabled.
audiodg.exe,Process,None,,Windows/System32/audiodg.exe,5/12/20 7:29:26 AM IST,false,1920,1820 (svchost.exe),(UNKNOWN) Malware scanning disabled.
WUDFHost.exe,Process,None,,Windows/System32/WUDFHost.exe,5/12/20 7:42:51 AM IST,false,7100,676 (services.exe),(UNKNOWN) Malware scanning disabled.
SkypeApp.exe,Process,None,,Program Files/WindowsApps/Microsoft.SkypeApp_14.35.152.0_x64__kzf8qxf38zg5c/SkypeApp.exe,5/12/20 7:43:02 AM IST,false,1628,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:28:10 AM IST,false,5560,676 (services.exe),(UNKNOWN) Malware scanning disabled.
fontdrvhost.ex,Process,None,,Windows/System32/fontdrvhost.exe,5/12/20 7:26:59 AM IST,false,840,532 (wininit.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,2076,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2752,676 (services.exe),(UNKNOWN) Malware scanning disabled.
dwm.exe,Process,None,,Windows/System32/dwm.exe,5/12/20 7:26:59 AM IST,false,392,632 (winlogon.exe),(UNKNOWN) Malware scanning disabled.
SearchFilterHo,Process,None,,Windows/System32/SearchFilterHost.exe,5/12/20 7:49:00 AM IST,false,7120,5972 (SearchIndexer.),(UNKNOWN) Malware scanning disabled.
Windows.WARP.J,Process,None,,Windows/System32/Windows.WARP.JITService.exe,5/12/20 7:48:26 AM IST,false,4132,6204 (svchost.exe),(UNKNOWN) Malware scanning disabled.
SpeechRuntime.,Process,None,,Windows/System32/Speech_OneCore/common/SpeechRuntime.exe,5/12/20 7:28:10 AM IST,false,5964,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:32:20 AM IST,false,4008,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,1668,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:42:35 AM IST,false,5448,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:28:04 AM IST,false,5608,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:54 AM IST,false,4816,676 (services.exe),(UNKNOWN) Malware scanning disabled.
smartscreen.ex,Process,None,,Windows/System32/smartscreen.exe,5/12/20 7:38:27 AM IST,false,1004,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,960,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,2220,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2624,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,1896,676 (services.exe),(UNKNOWN) Malware scanning disabled.
SecurityHealth,Process,None,,Windows/System32/SecurityHealthService.exe,5/12/20 7:28:26 AM IST,true,4928,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:55 AM IST,false,836,676 (services.exe),(UNKNOWN) Malware scanning disabled.
RuntimeBroker.,Process,None,,Windows/System32/RuntimeBroker.exe,5/12/20 7:32:04 AM IST,false,8048,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
WmiPrvSE.exe,Process,None,,Windows/System32/wbem/WmiPrvSE.exe,5/12/20 7:30:14 AM IST,false,7236,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2632,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:48:29 AM IST,false,5916,676 (services.exe),(UNKNOWN) Malware scanning disabled.
lsass.exe,Process,None,,Windows/System32/lsass.exe,5/12/20 7:26:59 AM IST,false,688,532 (wininit.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,1820,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,2116,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:56 AM IST,false,1704,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:38:02 AM IST,false,4540,676 (services.exe),(UNKNOWN) Malware scanning disabled.
taskhostw.exe,Process,None,,Windows/System32/taskhostw.exe,5/12/20 7:27:55 AM IST,false,4936,1060 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,1428,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,3068,676 (services.exe),(UNKNOWN) Malware scanning disabled.
services.exe,Process,None,,Windows/System32/services.exe,5/12/20 7:26:56 AM IST,false,676,532 (wininit.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,1436,676 (services.exe),(UNKNOWN) Malware scanning disabled.
RuntimeBroker.,Process,None,,Windows/System32/RuntimeBroker.exe,5/12/20 7:28:13 AM IST,false,6704,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2744,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2864,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2872,676 (services.exe),(UNKNOWN) Malware scanning disabled.
RuntimeBroker.,Process,None,,Windows/System32/RuntimeBroker.exe,5/12/20 7:28:04 AM IST,false,5588,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
SecurityHealth,Process,None,,Windows/System32/SecurityHealthSystray.exe,5/12/20 7:28:26 AM IST,false,6316,1140 (explorer.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:55 AM IST,false,5108,676 (services.exe),(UNKNOWN) Malware scanning disabled.
MsMpEng.exe,Process,Suspicious. Run from Program Data,,ProgramData/Microsoft/Windows Defender/Platform/4.18.2004.6-0/MsMpEng.exe,5/12/20 7:37:46 AM IST,true,1536,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,600,676 (services.exe),(UNKNOWN) Malware scanning disabled.
UserDataSvc_46576,Process,None,,,5/12/20 7:29:21 AM IST,true,3776,676 (services.exe),
DispBrokerDesktopSvc,Process,None,,windows/system32/dispbroker.desktop.dll,5/12/20 7:26:59 AM IST,true,1676,676 (services.exe),(UNKNOWN) Malware scanning disabled.
netprofm,Process,None,,windows/system32/netprofmsvc.dll,5/12/20 7:27:00 AM IST,true,2288,676 (services.exe),(UNKNOWN) Malware scanning disabled.
WdiSystemHost,Process,None,,windows/system32/wdi.dll,5/12/20 7:27:01 AM IST,true,3068,676 (services.exe),(UNKNOWN) Malware scanning disabled.
gpsvc,Process,None,,windows/system32/gpsvc.dll,5/12/20 7:48:29 AM IST,true,5916,676 (services.exe),(UNKNOWN) Malware scanning disabled.
InstallService,Process,None,,windows/system32/installservice.dll,5/12/20 7:30:02 AM IST,true,6956,676 (services.exe),(UNKNOWN) Malware scanning disabled.
DoSvc,Process,None,,,5/12/20 7:28:03 AM IST,true,5440,676 (services.exe),
wscsvc,Process,None,,windows/system32/wscsvc.dll,5/12/20 7:29:20 AM IST,true,1828,676 (services.exe),(UNKNOWN) Malware scanning disabled.
DisplayEnhancementService,Process,None,,windows/system32/microsoft.graphics.display.displayenhancementservice.dll,5/12/20 7:29:49 AM IST,true,5988,676 (services.exe),(UNKNOWN) Malware scanning disabled.
WpnUserService_46576,Process,None,,,5/12/20 7:27:54 AM IST,true,4852,676 (services.exe),
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,1060,676 (services.exe),(UNKNOWN) Malware scanning disabled.
MicrosoftEdge.,Process,None,,Windows/SystemApps/Microsoft.MicrosoftEdge_8wekyb3d8bbwe/MicrosoftEdge.exe,5/12/20 7:28:10 AM IST,false,5024,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
SkypeBackgroun,Process,None,,Program Files/WindowsApps/Microsoft.SkypeApp_14.35.152.0_x64__kzf8qxf38zg5c/SkypeBackgroundHost.exe,5/12/20 7:43:13 AM IST,false,7832,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,1452,676 (services.exe),(UNKNOWN) Malware scanning disabled.
SgrmBroker.exe,Process,None,,Windows/System32/SgrmBroker.exe,5/12/20 7:29:17 AM IST,true,8020,676 (services.exe),(UNKNOWN) Malware scanning disabled.
dllhost.exe,Process,None,,Windows/System32/dllhost.exe,5/12/20 7:29:18 AM IST,false,8144,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
firefox.exe,Process,None,,Users/Ashish/Desktop/Tor Browser/Browser/firefox.exe,5/12/20 7:48:24 AM IST,false,2788,4108 (firefox.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:01 AM IST,false,2668,676 (services.exe),(UNKNOWN) Malware scanning disabled.
winlogon.exe,Process,None,,Windows/System32/winlogon.exe,5/12/20 7:26:56 AM IST,false,632,524 (<not-found>),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,1972,676 (services.exe),(UNKNOWN) Malware scanning disabled.
WindowsInterna,Process,None,,Windows/SystemApps/InputApp_cw5n1h2txyewy/WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe,5/12/20 7:43:16 AM IST,false,7448,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
SearchUI.exe,Process,None,,Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe,5/12/20 7:28:05 AM IST,false,5820,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,1904,676 (services.exe),(UNKNOWN) Malware scanning disabled.
StartMenuExper,Process,None,,Windows/SystemApps/Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy/StartMenuExperienceHost.exe,5/12/20 7:28:00 AM IST,false,5308,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:31:22 AM IST,false,2556,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:26:59 AM IST,false,884,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,2432,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:00 AM IST,false,1980,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:28:03 AM IST,false,5440,676 (services.exe),(UNKNOWN) Malware scanning disabled.
smss.exe,Process,None,,Windows/System32/smss.exe,5/12/20 7:26:41 AM IST,false,360,4 (System),(UNKNOWN) Malware scanning disabled.
FontCache,Process,None,,windows/system32/fntcache.dll,5/12/20 7:26:59 AM IST,true,1684,676 (services.exe),(UNKNOWN) Malware scanning disabled.
Wcmsvc,Process,None,,windows/system32/wcmsvc.dll,5/12/20 7:27:00 AM IST,true,1964,676 (services.exe),(UNKNOWN) Malware scanning disabled.
Themes,Process,None,,windows/system32/themeservice.dll,5/12/20 7:26:59 AM IST,true,1324,676 (services.exe),(UNKNOWN) Malware scanning disabled.
OneSyncSvc_46576,Process,None,,,5/12/20 7:29:21 AM IST,true,3776,676 (services.exe),
PlugPlay,Process,None,,windows/system32/umpnpmgr.dll,5/12/20 7:26:59 AM IST,true,816,676 (services.exe),(UNKNOWN) Malware scanning disabled.
UnistoreSvc_46576,Process,None,,,5/12/20 7:29:21 AM IST,true,3776,676 (services.exe),
mpssvc,Process,None,,windows/system32/mpssvc.dll,5/12/20 7:27:00 AM IST,true,2380,676 (services.exe),(UNKNOWN) Malware scanning disabled.
LSM,Process,None,,windows/system32/lsm.dll,5/12/20 7:26:59 AM IST,true,1008,676 (services.exe),(UNKNOWN) Malware scanning disabled.
camsvc,Process,None,,windows/system32/capabilityaccessmanager.dll,5/12/20 7:28:18 AM IST,true,6860,676 (services.exe),(UNKNOWN) Malware scanning disabled.
NlaSvc,Process,None,,windows/system32/nlasvc.dll,5/12/20 7:27:00 AM IST,true,2220,676 (services.exe),(UNKNOWN) Malware scanning disabled.
SysMain,Process,None,,windows/system32/sysmain.dll,5/12/20 7:26:59 AM IST,true,1328,676 (services.exe),(UNKNOWN) Malware scanning disabled.
WbioSrvc,Process,None,,windows/system32/wbiosrvc.dll,5/12/20 7:28:11 AM IST,true,5644,676 (services.exe),(UNKNOWN) Malware scanning disabled.
cbdhsvc_46576,Process,None,,,5/12/20 7:27:58 AM IST,true,3820,676 (services.exe),
ctfmon.exe,Process,None,,Windows/System32/ctfmon.exe,5/12/20 7:27:55 AM IST,false,2028,5108 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:02 AM IST,false,3116,676 (services.exe),(UNKNOWN) Malware scanning disabled.
MicrosoftEdgeS,Process,None,,Windows/System32/MicrosoftEdgeSH.exe,5/12/20 7:48:26 AM IST,false,1696,6540 (RuntimeBroker.),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:30:08 AM IST,false,5016,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:27:14 AM IST,false,4056,676 (services.exe),(UNKNOWN) Malware scanning disabled.
MicrosoftEdge.,Process,None,,Windows/SystemApps/Microsoft.MicrosoftEdge_8wekyb3d8bbwe/MicrosoftEdge.exe,5/12/20 7:48:25 AM IST,false,3240,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
ApplicationFra,Process,None,,Windows/System32/ApplicationFrameHost.exe,5/12/20 7:28:10 AM IST,false,2944,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
MicrosoftEdgeC,Process,None,,Windows/System32/MicrosoftEdgeCP.exe,5/12/20 7:48:26 AM IST,false,4728,884 (svchost.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:32:49 AM IST,false,4688,676 (services.exe),(UNKNOWN) Malware scanning disabled.
svchost.exe,Process,None,,Windows/System32/svchost.exe,5/12/20 7:42:20 AM IST,false,4068,676 (services.exe),(UNKNOWN) Malware scanning disabled.
